elapsed;fitness;solution
147.95s;1057;[[1, 51, 103, 66, 71, 65, 136, 35, 135, 34, 78, 129, 3, 76, 28], [10, 108, 90, 32, 131, 128, 20, 30, 122, 70, 101, 69, 132], [12, 80, 150, 68, 121, 29, 24, 134, 55, 25, 130, 54, 109, 138], [13, 95, 92, 37, 98, 91, 16, 141, 86, 113, 17, 84, 89], [18, 114, 8, 45, 125, 83, 5, 60, 118, 147], [26, 149, 110, 4, 139, 39, 67, 23, 56, 105], [27, 127, 88, 148, 62, 11, 107, 19, 123, 7, 106, 52, 146], [31, 126, 63, 64, 49, 143, 36, 46, 124, 47, 48, 82], [40, 21, 73, 72, 74, 75, 133, 22, 41, 145, 115, 2, 58, 53], [94, 59, 85, 61, 93, 99, 104, 96, 6, 112], [111, 50, 102, 33, 9, 120, 81, 79, 77, 116], [117, 97, 100, 119, 44, 140, 38, 14, 142, 42, 43, 15, 57, 144, 87, 137]]
230.67s;1049;[[6, 96, 99, 61, 113, 86, 16, 141, 91, 100, 97, 117], [13, 87, 42, 142, 14, 119, 44, 140, 38, 43, 15, 57, 144, 137], [18, 114, 8, 46, 124, 47, 36, 143, 49, 64, 11, 62, 88, 127], [26, 149, 130, 55, 25, 67, 23, 56, 39, 139, 4, 110, 40], [27, 148, 107, 19, 123, 48, 82, 7, 106, 52, 146], [28, 138, 12, 150, 80, 68, 121, 29, 24, 134, 54, 109], [31, 10, 108, 126, 63, 90, 32, 131, 128, 66, 20, 30, 70], [53, 58, 2, 115, 145, 41, 22, 133, 75, 74, 72, 73, 21, 105], [69, 101, 122, 103, 71, 65, 136, 35, 135, 34, 78, 129, 79, 3, 77, 116], [89, 118, 60, 83, 125, 45, 17, 84, 5, 147], [104, 59, 93, 85, 98, 37, 92, 95, 94, 112], [111, 76, 50, 102, 33, 81, 120, 9, 51, 1, 132]]
73.48s;1063;[[1, 122, 30, 20, 103, 66, 128, 131, 32, 70, 101, 69, 132, 27], [13, 95, 97, 92, 98, 37, 100, 91, 85, 59, 96, 94], [26, 54, 130, 55, 25, 24, 134, 80, 150, 109, 12, 138, 28], [50, 102, 33, 81, 120, 135, 35, 136, 65, 71, 9, 51], [52, 106, 7, 123, 19, 107, 126, 63, 90, 108, 10, 31, 127, 146], [53, 40, 21, 73, 74, 75, 133, 22, 41, 145, 115, 2, 58], [60, 5, 84, 17, 113, 86, 140, 38, 43, 15, 57, 144, 87, 137], [72, 56, 23, 67, 39, 139, 4, 110, 149, 105], [82, 48, 47, 36, 143, 49, 64, 11, 62, 148, 88], [89, 18, 114, 8, 124, 46, 45, 125, 83, 118, 147], [111, 76, 77, 3, 79, 129, 78, 34, 29, 121, 68, 116], [112, 6, 104, 99, 93, 61, 16, 141, 44, 119, 14, 142, 42, 117]]
102.37s;1065;[[6, 96, 99, 104, 93, 85, 61, 84, 5, 147], [12, 68, 150, 80, 134, 24, 29, 121, 3, 77, 116, 76, 28], [13, 87, 97, 92, 59, 95, 117, 94, 112], [18, 46, 124, 47, 36, 143, 49, 64, 11, 107, 19, 123, 127], [26, 149, 110, 4, 56, 75, 133, 22, 41, 145, 72, 21, 105], [27, 69, 101, 70, 31, 10, 108, 131, 32, 90, 63, 126, 62, 148, 88], [33, 81, 120, 9, 71, 65, 136, 35, 135, 34, 78, 129, 79], [37, 98, 100, 91, 16, 141, 44, 119, 14, 142, 42, 144, 137], [40, 73, 74, 23, 67, 39, 139, 25, 55, 130, 54, 109, 138], [53, 58, 2, 115, 57, 15, 43, 38, 140, 86, 113, 17, 45, 125], [89, 118, 60, 83, 114, 8, 82, 48, 7, 106, 52, 146], [111, 50, 102, 51, 103, 66, 128, 20, 30, 122, 1, 132]]
187.92s;1048;[[6, 96, 99, 104, 61, 16, 141, 44, 119, 91, 85, 93, 92, 97, 117], [13, 87, 144, 57, 42, 100, 37, 98, 59, 95, 94], [18, 82, 48, 124, 46, 45, 125, 83, 60, 118, 89], [27, 101, 70, 30, 20, 128, 66, 71, 65, 136, 35, 135, 34, 78, 129], [28, 138, 12, 109, 149, 26, 53], [31, 10, 108, 131, 32, 90, 63, 126, 11, 62, 148, 88, 127], [40, 21, 73, 72, 74, 75, 133, 22, 41, 145, 115, 2, 58, 112], [50, 102, 33, 81, 120, 9, 103, 51, 122, 1, 69, 132], [54, 130, 55, 25, 139, 39, 67, 23, 56, 4, 110, 105], [111, 76, 77, 3, 79, 121, 29, 24, 134, 80, 150, 68, 116], [114, 8, 47, 36, 143, 49, 64, 107, 19, 123, 7, 106, 52, 146], [137, 15, 43, 142, 14, 38, 140, 86, 113, 17, 84, 5, 147]]
39.90s;1065;[[10, 108, 126, 63, 64, 49, 143, 36, 47, 124, 46, 8, 114, 18], [13, 87, 42, 100, 119, 140, 38, 14, 142, 43, 15, 57, 144, 137], [21, 73, 72, 74, 56, 23, 75, 133, 22, 41, 145, 115, 2, 58], [27, 111, 50, 102, 79, 129, 3, 77, 116, 76, 28], [33, 81, 78, 34, 135, 35, 136, 65, 71, 66, 128, 131, 32, 90], [40, 110, 4, 139, 39, 67, 25, 55, 130, 54, 149], [52, 106, 7, 82, 48, 123, 19, 107, 11, 62, 148, 88], [53, 105, 26, 109, 134, 24, 29, 121, 68, 150, 80, 12, 138], [89, 118, 60, 83, 125, 45, 17, 113, 84, 5, 6, 147], [94, 59, 99, 104, 93, 92, 95, 112], [96, 85, 61, 16, 86, 141, 44, 91, 98, 37, 97, 117], [132, 69, 1, 122, 51, 120, 9, 103, 20, 30, 70, 101, 31, 127, 146]]
112.63s;1063;[[5, 93, 85, 91, 100, 98, 37, 92, 59, 99, 104, 96, 6], [13, 117, 97, 95, 94, 147, 112], [26, 54, 130, 55, 25, 67, 39, 139, 4, 110, 149, 105], [27, 127, 88, 148, 62, 11, 64, 49, 143, 36, 46, 45, 125, 83], [28, 76, 116, 121, 29, 24, 134, 80, 150, 68, 109, 12, 138], [40, 73, 74, 145, 41, 22, 133, 75, 23, 56, 72, 21, 53], [52, 106, 7, 123, 107, 19, 47, 124, 48, 82, 8, 114], [58, 2, 115, 144, 57, 15, 43, 38, 140, 44, 119, 14, 142, 42, 87, 137], [61, 16, 141, 86, 113, 17, 84, 118, 60, 18, 89], [69, 122, 20, 103, 71, 65, 136, 35, 135, 34, 78, 129, 79, 3, 77], [101, 70, 30, 128, 66, 131, 32, 90, 63, 126, 108, 10, 31, 146], [111, 50, 102, 33, 81, 120, 9, 51, 1, 132]]
138.83s;1043;[[1, 122, 103, 66, 71, 65, 136, 35, 135, 120, 9, 51, 132], [6, 96, 104, 99, 93, 59, 94, 112], [13, 87, 42, 142, 14, 119, 44, 141, 16, 91, 100, 92, 95], [18, 82, 48, 123, 19, 107, 11, 62, 148, 88, 127], [26, 54, 130, 55, 25, 139, 39, 67, 23, 56, 4, 110], [27, 69, 101, 70, 30, 20, 128, 131, 32, 90, 63, 126, 108, 10, 31], [28, 138, 12, 150, 80, 68, 121, 29, 24, 134, 109, 149, 105], [40, 21, 73, 72, 74, 75, 133, 22, 41, 145, 115, 2, 58, 53], [76, 116, 77, 3, 79, 129, 78, 34, 81, 33, 102, 50, 111], [84, 125, 45, 17, 113, 86, 140, 38, 43, 15, 57, 144, 137], [89, 60, 83, 114, 8, 46, 124, 47, 36, 143, 49, 64, 7, 106, 52, 146], [117, 97, 37, 98, 85, 61, 5, 118, 147]]
196.83s;1046;[[13, 87, 42, 142, 14, 119, 44, 141, 16, 61, 84], [18, 114, 8, 46, 36, 143, 49, 64, 63, 126, 11, 107, 123, 7, 106, 52, 146], [26, 149, 109, 134, 24, 29, 121, 68, 80, 150, 12, 138], [27, 127, 88, 148, 62, 19, 47, 124, 48, 82], [28, 76, 116, 77, 3, 79, 81, 33, 102, 50], [31, 10, 108, 90, 32, 131, 128, 66, 20, 30, 122, 70, 101, 69], [53, 40, 21, 73, 72, 74, 75, 133, 22, 41, 145, 115, 2, 58], [54, 130, 55, 25, 139, 39, 67, 23, 56, 4, 110, 105], [89, 83, 125, 45, 17, 113, 86, 140, 38, 43, 15, 57, 144, 137], [95, 59, 93, 85, 91, 100, 98, 37, 92, 97, 117], [111, 129, 78, 34, 135, 35, 136, 65, 71, 103, 9, 120, 51, 1, 132], [112, 94, 96, 104, 99, 5, 60, 118, 6, 147]]
197.44s;1050;[[1, 51, 9, 120, 135, 35, 136, 65, 71, 103, 66, 20, 122], [6, 96, 104, 99, 93, 59, 95, 94, 112], [13, 97, 37, 100, 91, 141, 44, 119, 14, 142, 42, 144, 87], [18, 114, 8, 46, 36, 143, 49, 64, 107, 11, 62, 148, 88], [26, 149, 130, 55, 25, 67, 39, 139, 4, 110, 105, 53], [27, 127, 7, 123, 19, 47, 124, 48, 82, 106, 52, 146], [28, 116, 68, 150, 80, 121, 29, 24, 134, 54, 109, 12, 138], [31, 10, 108, 126, 63, 90, 32, 131, 128, 30, 70, 101, 69, 132], [40, 21, 73, 72, 74, 22, 133, 75, 56, 23, 41, 145, 115, 2, 137], [50, 102, 33, 81, 34, 78, 129, 79, 3, 77, 76, 111], [58, 57, 15, 43, 38, 140, 86, 16, 61, 85, 98, 92, 117], [89, 118, 60, 83, 125, 45, 17, 113, 84, 5, 147]]
