elapsed;gap;fitness;solution
3.34s;0.68836%;1609;[[1, 27, 18, 28, 9, 55, 31], [2, 23, 26, 39, 16, 42], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 32, 22, 56], [7, 37, 44, 13, 19, 34, 14], [8, 15, 51, 25, 11, 20, 33], [40, 3, 50, 17, 10, 46], [43, 54, 52, 24, 45]]
1.30s;0.750939%;1610;[[1, 54, 52, 24, 45], [4, 49, 35, 48, 12, 38, 30], [5, 47, 36, 21, 41, 29, 53], [6, 32, 40, 3, 50, 46], [7, 37, 16, 26, 39, 44], [8, 15, 25, 51, 23, 2, 20], [10, 17, 31, 55, 9, 28, 18, 27, 43], [22, 56], [33, 14, 34, 19, 13, 11, 42]]
1.34s;0.500626%;1606;[[4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 32, 40, 3, 50, 46], [7, 37, 2, 23, 16, 44, 42], [8, 15, 51, 25, 11, 20, 33], [9, 28, 18, 27, 24, 52, 54], [10, 17, 31, 55, 1, 45, 43], [13, 26, 39, 19, 34, 14], [22, 56]]
1.97s;0.250313%;1602;[[1, 27, 18, 28, 9, 55, 31], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 22, 56], [7, 2, 16, 23, 26, 39], [8, 15, 25, 51, 37, 11, 33], [20, 44, 13, 19, 34, 14, 42], [32, 40, 3, 50, 17, 10, 46], [45, 24, 52, 43, 54]]
2.58s;0.500626%;1606;[[1, 27, 18, 28, 9, 55, 31], [2, 23, 16, 44, 11], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 32, 22, 56], [8, 15, 25, 51, 37, 20, 42, 7, 33], [14, 19, 39, 26, 13, 34], [40, 3, 50, 17, 10, 46], [45, 24, 52, 43, 54]]
1.09s;0.375469%;1604;[[1, 27, 18, 28, 9, 55, 31], [2, 23, 16, 44, 11], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 22, 56], [8, 15, 25, 51, 37, 7, 20, 42, 33], [13, 26, 39, 19, 34, 14], [32, 40, 3, 50, 17, 10, 46], [43, 54, 52, 24, 45]]
1.54s;0.438048%;1605;[[1, 27, 18, 28, 9, 55, 31], [3, 46, 10, 17, 50, 40], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 32, 22, 56], [7, 16, 23, 26, 39, 19], [8, 15, 25, 51, 37, 11, 33], [20, 2, 13, 44, 34, 14, 42], [45, 24, 52, 43, 54]]
1.51s;0.68836%;1609;[[2, 16, 23, 26, 39, 42], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 32, 40, 3, 50, 46], [7, 37, 44, 13, 19, 34, 14], [8, 15, 25, 51, 11, 20, 33], [10, 17, 9, 28, 18, 27, 24, 52], [22, 56], [31, 55, 1, 45, 54, 43]]
1.88s;0.68836%;1609;[[1, 27, 18, 28, 9, 55, 31], [2, 23, 26, 39, 44, 42], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 32, 56], [7, 37, 16, 13, 19, 34, 14], [8, 15, 51, 25, 11, 20, 33], [22, 40, 3, 50, 17, 10, 46], [43, 54, 52, 24, 45]]
1.78s;0.438048%;1605;[[1, 27, 18, 28, 9, 55, 31], [2, 16, 13, 44, 34, 14, 42], [4, 30, 49, 35, 48, 38, 12], [5, 47, 36, 21, 41, 29, 53], [6, 22, 56], [7, 23, 26, 39, 19, 20], [8, 15, 51, 25, 37, 11, 33], [32, 40, 3, 50, 17, 10, 46], [45, 24, 52, 43, 54]]
