elapsed;gap;fitness;solution
2.80s;-4.24671%;947;[[1, 43, 42, 41, 23], [2, 28, 22], [4], [6, 33, 16], [7, 11, 26], [8, 14, 53], [9, 25, 31], [12, 40, 17], [15, 5, 29, 45], [20, 37, 36, 47], [21, 48, 30], [27, 13, 54, 19, 35], [32, 44, 3, 51], [34, 52, 46], [38, 10, 39], [49, 24, 18, 50]]
3.11s;-4.34783%;946;[[1, 43, 42, 41, 23], [2, 28, 22], [4, 52, 34], [5, 47, 21], [6, 33], [7, 53, 14], [9, 25, 50], [10, 31, 39], [11, 38], [12, 40, 17], [16, 49, 24, 18], [26, 8, 46], [27, 13, 54, 19, 35], [29, 15, 20, 37, 36], [30, 48, 45], [32, 44, 3, 51]]
1.56s;-4.04449%;949;[[1, 43, 42, 41, 23], [4, 52, 34], [5, 37, 20, 15], [6, 2, 30], [7, 53, 14], [9, 25, 50], [10, 31, 39], [11, 38], [12, 40, 17], [16, 49, 24, 18], [21, 36, 47], [26, 8, 46], [27, 13, 54, 19, 35], [28, 22, 33], [32, 44, 3, 51], [45, 29, 48]]
1.27s;-4.1456%;948;[[1, 43, 42, 41, 23], [2, 30, 45], [4, 52, 34], [5, 37, 20, 15], [6, 33, 16], [7, 53, 14], [10, 31, 25], [11, 38], [12, 9, 39], [17, 40], [21, 28, 22], [26, 8, 46], [27, 13, 54, 19, 35], [29, 36, 47, 48], [32, 44, 3, 51], [49, 24, 18, 50]]
2.14s;-4.34783%;946;[[1, 43, 42, 41, 23], [2, 28, 22], [3, 24, 49, 16], [4, 52, 34], [5, 47, 21], [6, 33, 51], [7, 53, 14], [9, 32], [10, 31, 39], [11, 38], [12, 40, 17], [25, 18, 50, 44], [26, 8, 46], [27, 13, 54, 19, 35], [29, 15, 20, 37, 36], [30, 48, 45]]
1.22s;-4.1456%;948;[[1, 42, 41, 43, 23], [2, 28, 22], [4, 52, 34], [5, 47, 21], [6, 33], [7, 53, 14], [9, 25, 50], [10, 31, 39], [11, 38], [12, 40, 17], [16, 49, 24, 18], [26, 8, 46], [27, 13, 54, 19, 35], [29, 15, 20, 37, 36], [30, 48, 45], [32, 44, 3, 51]]
1.48s;-3.74115%;952;[[1, 43, 42, 41, 23], [2, 28, 22], [4, 52, 34], [6, 33, 16], [7, 14, 53], [8, 46], [10, 31, 25], [11, 38], [17, 9, 39], [21, 48, 30], [26, 12, 40], [27, 13, 54, 19, 35], [29, 5, 36, 47], [32, 44, 3, 51], [37, 20, 15, 45], [49, 24, 18, 50]]
1.28s;-3.94338%;950;[[1, 43, 42, 41, 23], [2, 30, 45], [4, 34, 26], [5, 37, 20, 15], [6, 33, 16], [7, 35, 8, 46], [10, 31, 25], [11, 38], [12, 9, 39], [17, 40], [19, 14, 53], [21, 28, 22], [27, 13, 54, 52], [29, 36, 47, 48], [32, 44, 3, 51], [49, 24, 18, 50]]
1.32s;-4.1456%;948;[[1, 43, 42, 41, 23], [2, 30, 45], [4, 52, 34], [5, 37, 20, 15], [6, 33, 16], [7, 14, 53], [9, 39, 12], [10, 31, 25], [11, 38], [17, 40], [21, 28, 22], [26, 8, 46], [27, 13, 54, 19, 35], [29, 36, 47, 48], [32, 44, 3, 51], [49, 24, 18, 50]]
1.25s;-4.04449%;949;[[1, 43, 42, 41, 23], [2, 28, 22], [4, 52, 34], [5, 47, 21], [6, 33, 16], [7, 8, 46], [10, 31, 25], [11, 38], [17, 9, 39], [19, 54, 13, 27], [26, 12, 40], [29, 15, 20, 37, 36], [30, 48, 45], [32, 44, 3, 51], [35, 14, 53], [49, 24, 18, 50]]
