elapsed;gap;fitness;solution
9.12s;1.59509%;828;[[6, 96, 61, 16, 86, 44, 38, 14, 43, 42, 87, 97], [12, 68, 80, 54, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 2, 57, 15, 41, 22, 73, 40, 58, 53], [21, 72, 74, 75, 56, 23, 67, 39, 25, 55, 4, 26], [27, 88, 62, 11, 19, 36, 49, 64, 63, 90, 32, 10, 31], [50, 33, 81, 51, 9, 35, 71, 65, 66, 20, 30, 70, 1, 69], [52, 7, 82, 48, 47, 46, 8, 45, 17, 84, 5, 60, 83, 18, 89], [94, 95, 59, 92, 98, 37, 100, 91, 85, 93, 99]]
9.32s;0.736196%;821;[[4, 56, 75, 23, 67, 39, 25, 55, 54, 26], [6, 96, 99, 61, 16, 86, 44, 38, 14, 42, 87, 13], [12, 80, 68, 24, 29, 78, 34, 35, 65, 71, 66, 20, 30, 70], [18, 83, 8, 82, 48, 47, 19, 11, 62, 88, 7, 52], [27, 69, 1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [31, 10, 32, 90, 63, 64, 49, 36, 46, 45, 17, 84, 5, 60, 89], [40, 21, 73, 72, 74, 22, 41, 15, 43, 57, 2, 58, 53], [59, 93, 85, 91, 100, 98, 37, 92, 97, 95, 94]]
10.03s;1.22699%;825;[[1, 51, 9, 35, 65, 71, 66, 20, 30, 70, 69, 27], [6, 96, 99, 93, 85, 91, 100, 98, 37, 92, 59, 95, 94], [12, 54, 55, 25, 39, 67, 23, 75, 56, 4, 26], [13, 97, 87, 42, 43, 14, 44, 38, 86, 16, 61], [28, 76, 77, 3, 68, 80, 24, 29, 79, 78, 34, 81, 33, 50], [31, 10, 32, 90, 63, 64, 49, 36, 46, 8, 45, 17, 84, 5, 60], [40, 21, 73, 72, 74, 22, 41, 15, 57, 2, 58, 53], [52, 7, 88, 62, 11, 19, 47, 48, 82, 83, 18, 89]]
9.28s;1.22699%;825;[[6, 96, 99, 59, 93, 85, 61, 17, 45, 84, 5, 60, 89], [13, 87, 97, 95, 94], [18, 83, 82, 8, 46, 47, 36, 49, 64, 11, 19, 48, 7, 52], [26, 21, 72, 75, 56, 23, 41, 22, 74, 73, 40, 53], [27, 69, 1, 70, 30, 20, 66, 32, 90, 63, 10, 62, 88, 31], [28, 12, 80, 68, 29, 24, 55, 25, 67, 39, 4, 54], [50, 33, 81, 51, 9, 71, 65, 35, 34, 78, 79, 3, 77, 76], [58, 2, 57, 15, 43, 42, 14, 38, 44, 86, 16, 91, 100, 98, 37, 92]]
8.73s;0.858896%;822;[[6, 96, 99, 93, 85, 91, 100, 98, 37, 92, 59, 95, 94], [10, 32, 90, 63, 64, 49, 36, 46, 8, 45, 17, 84, 5, 60, 83, 18, 89], [12, 80, 68, 24, 29, 78, 34, 35, 71, 65, 66, 20, 30, 70], [13, 97, 87, 57, 2, 58, 53], [26, 54, 4, 55, 25, 39, 67, 23, 56, 72, 21, 40], [27, 69, 1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [31, 88, 62, 11, 19, 47, 48, 82, 7, 52], [61, 16, 86, 44, 38, 14, 42, 43, 15, 41, 22, 75, 74, 73]]
7.68s;1.34969%;826;[[6, 96, 99, 93, 85, 91, 100, 98, 37, 92, 97, 87, 13], [21, 72, 75, 56, 39, 67, 23, 41, 22, 74, 73, 40], [26, 4, 25, 55, 54, 24, 29, 68, 80, 12, 28], [27, 69, 1, 70, 30, 20, 66, 32, 90, 63, 10, 31], [50, 33, 81, 51, 9, 71, 65, 35, 34, 78, 79, 3, 77, 76], [52, 7, 82, 48, 19, 47, 36, 49, 64, 11, 62, 88], [53, 58, 2, 57, 15, 43, 42, 14, 38, 44, 86, 16, 61], [89, 18, 60, 83, 8, 46, 45, 17, 84, 5, 59, 95, 94]]
16.37s;1.10429%;824;[[6, 96, 99, 59, 92, 97, 95, 94], [10, 32, 90, 63, 64, 49, 36, 46, 8, 45, 17, 84, 5, 60, 83, 18, 89], [12, 68, 80, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 87, 42, 14, 43, 15, 57, 41, 22, 75, 74, 73, 2, 58, 53], [26, 54, 55, 25, 4, 39, 67, 23, 56, 72, 21, 40], [27, 31, 88, 62, 11, 19, 47, 48, 82, 7, 52], [50, 33, 81, 51, 9, 35, 71, 65, 66, 20, 30, 70, 1, 69], [93, 85, 61, 16, 86, 38, 44, 91, 100, 37, 98]]
8.32s;1.34969%;826;[[6, 96, 99, 93, 85, 91, 100, 98, 37, 59, 94, 13], [12, 80, 68, 24, 29, 34, 78, 79, 3, 77, 76, 28], [18, 83, 84, 17, 45, 8, 46, 36, 49, 64, 63, 90, 32, 10, 31], [26, 4, 56, 23, 67, 39, 25, 55, 54], [27, 88, 62, 11, 19, 47, 48, 82, 7, 52], [50, 33, 81, 51, 9, 35, 71, 65, 66, 20, 30, 70, 1, 69], [53, 40, 21, 73, 72, 74, 75, 22, 41, 15, 43, 42, 87, 57, 2, 58], [89, 60, 5, 61, 16, 86, 38, 44, 14, 92, 97, 95]]
8.97s;0.736196%;821;[[6, 96, 61, 16, 86, 44, 38, 14, 43, 42, 87, 13], [12, 68, 80, 24, 29, 78, 34, 35, 65, 71, 66, 20, 30, 70], [26, 54, 55, 25, 39, 67, 23, 56, 4, 53], [27, 69, 1, 50, 51, 9, 81, 33, 79, 3, 77, 76, 28], [31, 10, 32, 90, 63, 64, 49, 36, 46, 8, 45, 17, 84, 5, 60, 83], [40, 21, 73, 72, 74, 75, 22, 41, 15, 57, 2, 58], [52, 7, 88, 62, 11, 19, 47, 48, 82, 18, 89], [94, 95, 97, 92, 98, 37, 100, 91, 85, 93, 59, 99]]
14.04s;1.47239%;827;[[6, 59, 93, 85, 91, 100, 98, 37, 92, 95, 94], [12, 80, 68, 24, 29, 34, 78, 79, 3, 77, 76, 28], [13, 97, 87, 42, 43, 15, 57, 2, 41, 22, 75, 74, 72, 73, 58], [18, 60, 83, 45, 8, 46, 47, 36, 49, 64, 63, 90, 32, 10, 27], [26, 54, 55, 25, 39, 67, 23, 56, 4, 21, 40, 53], [31, 88, 62, 11, 19, 48, 82, 7, 52], [50, 33, 81, 51, 9, 35, 71, 65, 66, 20, 30, 70, 1, 69], [89, 5, 84, 17, 86, 38, 14, 44, 16, 61, 99, 96]]
