elapsed;gap;fitness;solution
4312.73s;3.58841%;37701;[[1, 140, 90, 274, 113, 116, 196, 75, 56, 22, 210, 88], [25, 189, 61, 344, 197, 7, 154, 431, 144, 334, 146], [26, 410, 349, 425, 223, 299, 386, 267, 400, 97, 72, 326], [28, 24, 343, 389, 327, 340, 240, 108, 330, 19, 248, 430], [36, 436, 14, 261, 262, 307, 18, 50, 194, 85, 180, 81], [44, 115, 342, 360, 241, 242, 337, 433, 423, 413, 243, 321], [48, 12, 38, 9, 365, 359, 295, 358, 59, 236, 217, 414], [53, 163, 151, 142, 219, 205, 150, 183, 170, 182, 78, 256], [58, 161, 361, 331, 220, 395, 184, 390, 397, 287, 387, 207], [62, 109, 371, 408, 302, 255, 152, 177, 135, 157, 73, 175], [65, 159, 15, 193, 215, 153, 91, 118, 173, 80, 130, 79], [84, 181, 21, 378, 112, 16, 67, 230, 34, 4, 132, 401], [92, 335, 42, 239, 218, 375, 296, 206, 347, 211, 435, 228], [96, 364, 30, 417, 368, 290, 190, 125, 222, 310, 291, 124], [105, 2, 434, 8, 311, 133, 370, 169, 3, 411, 348, 260], [107, 148, 68, 69, 277, 45, 94, 212, 46, 49, 247, 167], [129, 191, 158, 29, 87, 102, 127, 119, 76, 201, 40, 203], [149, 195, 381, 166, 345, 250, 385, 438, 312, 280, 393, 237], [156, 427, 415, 398, 317, 226, 278, 33, 288, 55, 263, 355], [165, 235, 192, 382, 292, 160, 174, 313, 265, 77, 99, 179], [172, 155, 41, 275, 71, 162, 346, 404, 406, 270, 308, 202], [178, 394, 379, 301, 10, 37, 123, 64, 272, 95, 168, 405], [188, 369, 336, 419, 304, 322, 374, 208, 35, 232, 39, 199], [204, 176, 131, 6, 367, 134, 426, 5, 31, 333], [216, 106, 332, 120, 279, 234, 320, 273, 224, 282, 284, 269], [231, 136, 187, 362, 305, 32, 82, 147, 143, 238, 429, 254], [233, 229, 268, 380, 227, 377, 121, 353, 422], [244, 11, 209, 354, 74, 63, 117, 103, 13, 171, 356, 259], [249, 221, 225, 83, 293, 339, 66, 126, 297, 351, 432, 383], [251, 137, 98, 341, 350, 47, 285, 101, 252, 309, 338, 271], [276, 298, 23, 318, 294, 185, 60, 104, 70, 258, 93, 373], [281, 43, 57, 392, 139, 200, 145, 122, 418, 388, 303, 324], [283, 246, 138, 376, 257, 289, 266, 329, 319, 253, 323, 437], [286, 402, 428, 89, 412, 17, 403, 384, 366, 407, 416, 421], [306, 20, 128, 186, 164, 51, 100, 141, 27, 54, 111, 314], [316, 114, 213, 328, 52, 198, 214, 357, 363, 300, 424, 399], [325, 245, 409, 110, 352, 86, 315, 264, 372, 391, 396, 420]]
2994.58s;3.88515%;37809;[[4, 181, 21, 378, 112, 16, 67, 230, 34, 73, 175, 401], [5, 140, 196, 75, 56, 22, 210, 88, 173, 118, 91, 154], [12, 36, 436, 14, 258, 70, 104, 185, 294, 318, 23, 415], [24, 157, 135, 177, 152, 408, 302, 255, 327, 389, 240, 430], [25, 79, 189, 61, 130, 80, 344, 7, 197, 431, 334, 146], [26, 3, 169, 370, 133, 425, 223, 349, 410, 411, 348, 260], [28, 248, 19, 330, 343, 340, 108, 331, 220, 361, 161, 58], [31, 397, 62, 109, 90, 274, 116, 113, 371, 390, 184, 395], [38, 194, 50, 18, 307, 262, 261, 373, 317, 398, 427, 156], [44, 121, 237, 393, 280, 312, 438, 385, 345, 166, 435, 162], [53, 199, 164, 51, 100, 141, 27, 54, 186, 128, 20, 306], [59, 136, 187, 362, 434, 311, 8, 2, 105, 236, 217, 414], [72, 97, 400, 267, 386, 299, 392, 139, 200, 145, 57, 218], [78, 182, 316, 114, 424, 300, 363, 357, 213, 279, 120, 332], [81, 314, 111, 148, 85, 48, 180], [92, 335, 42, 239, 281, 375, 296, 206, 43, 347, 211, 250], [93, 129, 191, 158, 29, 87, 102, 127, 119, 76, 201, 203], [99, 364, 259, 30, 190, 356, 290, 368, 417, 399, 106, 216], [107, 68, 69, 277, 45, 49, 94, 212, 46, 40, 247, 167], [115, 83, 293, 339, 66, 126, 297, 309, 319, 266, 271, 246], [124, 165, 235, 192, 174, 291, 313, 265, 77, 256, 96, 179], [125, 37, 10, 301, 379, 394, 171, 310, 222, 178, 292, 382], [132, 84, 244, 11, 209, 354, 74, 63, 117, 103, 13, 160], [138, 285, 252, 101, 402, 428, 193, 215, 153, 15, 159, 144], [142, 232, 336, 419, 304, 322, 374, 208, 35, 39, 151, 163], [149, 195, 270, 404, 381, 346, 228, 71, 275, 41, 155, 326], [150, 284, 269, 320, 234, 369, 188, 273, 224, 282, 205, 183], [170, 219, 405, 168, 272, 64, 123, 214, 198, 52, 95, 328], [172, 202, 308, 406, 325, 249, 221, 342, 242, 227, 353, 422], [204, 176, 426, 134, 367, 131, 6, 1, 387, 287, 207, 333], [231, 295, 359, 365, 55, 288, 298, 263, 355, 429, 9, 254], [233, 420, 396, 423, 391, 337, 433, 377, 380, 268, 229, 324], [251, 137, 65, 98, 341, 350, 286, 47, 257, 376, 283], [276, 226, 278, 33, 143, 60, 147, 82, 32, 305, 238, 358], [315, 412, 89, 17, 403, 384, 366, 122, 407, 416, 418, 421], [323, 383, 253, 289, 338, 329, 351, 432, 413, 243, 321, 437], [360, 241, 245, 303, 110, 409, 388, 225, 86, 352, 264, 372]]
3401.01s;3.57741%;37697;[[23, 318, 294, 185, 104, 60, 143, 147, 82, 32, 305, 358], [24, 157, 135, 177, 152, 408, 302, 255, 327, 389, 343, 28], [25, 334, 144, 431, 197, 7, 344, 80, 130, 61, 189, 79], [26, 3, 370, 133, 425, 223, 349, 410, 411, 348, 260, 326], [31, 5, 426, 367, 1, 140, 75, 196, 274, 116, 113, 134], [36, 373, 436, 14, 261, 262, 307, 18, 50, 194, 38], [44, 324, 229, 268, 377, 433, 242, 241, 360, 342, 380, 115], [53, 128, 186, 54, 27, 141, 100, 51, 164, 199, 151, 163], [58, 161, 361, 331, 220, 240, 340, 108, 330, 19, 248, 430], [65, 159, 15, 153, 215, 193, 402, 101, 252, 285, 341, 283], [72, 97, 400, 267, 386, 299, 392, 218, 239, 42, 335, 275], [76, 119, 127, 102, 87, 29, 158, 191, 129, 70, 258, 93], [81, 99, 77, 265, 313, 174, 160, 292, 192, 235, 165], [83, 416, 407, 412, 89, 293, 339, 66, 126, 297, 319, 383], [84, 181, 11, 209, 354, 74, 63, 117, 103, 13, 244, 382], [96, 106, 399, 417, 368, 290, 363, 356, 125, 30, 259, 364], [107, 314, 148, 20, 111, 68, 69, 85, 12, 48, 180], [124, 291, 178, 222, 310, 171, 394, 379, 301, 10, 37, 190], [132, 4, 21, 378, 112, 16, 67, 230, 34, 73, 175, 401], [136, 187, 362, 238, 288, 55, 298, 33, 278, 226, 317, 398], [142, 39, 232, 35, 208, 374, 322, 304, 419, 336, 369, 170], [146, 251, 137, 98, 350, 286, 47, 289, 253, 257, 323, 437], [149, 202, 308, 121, 237, 393, 325, 249, 353, 422], [150, 282, 224, 188, 405, 168, 95, 234, 213, 114, 316, 256], [154, 91, 118, 173, 88, 210, 22, 56, 6, 131, 176, 204], [155, 41, 92, 435, 281, 375, 296, 43, 347, 211, 166, 404], [156, 427, 415, 276, 263, 355, 429, 365, 359, 295, 9, 254], [167, 203, 201, 40, 247, 49, 46, 212, 94, 45, 277, 306], [172, 406, 71, 228, 346, 162, 345, 385, 438, 381, 270, 195], [179, 78, 332, 120, 279, 320, 273, 269, 284, 219, 205, 183], [182, 328, 52, 198, 214, 272, 64, 123, 357, 300, 424, 216], [207, 287, 395, 184, 390, 371, 109, 90, 62, 397, 387, 333], [227, 221, 280, 245, 303, 225, 388, 110, 409, 421, 250, 312], [231, 59, 434, 311, 8, 169, 2, 105, 236, 217, 414], [233, 337, 372, 264, 352, 86, 315, 391, 423, 396, 420, 321], [243, 413, 432, 351, 266, 329, 309, 338, 271, 376, 138, 246], [418, 206, 57, 139, 200, 145, 122, 366, 384, 403, 17, 428]]
3562.92s;3.84668%;37795;[[2, 370, 133, 425, 223, 349, 410, 267, 386, 299, 400, 97], [12, 167, 203, 261, 262, 14, 307, 18, 436, 373, 226, 276], [20, 128, 186, 164, 51, 100, 141, 208, 374, 35, 39, 199], [22, 56, 75, 196, 274, 116, 113, 140, 90, 109, 371, 62], [23, 318, 294, 185, 143, 147, 60, 104, 70, 258, 93, 36], [25, 204, 176, 131, 6, 1, 367, 134, 426, 5, 31, 333], [26, 92, 335, 281, 375, 296, 57, 206, 43, 347, 211, 270], [28, 430, 248, 331, 220, 240, 340, 108, 330, 19, 24, 401], [40, 201, 76, 119, 127, 102, 87, 29, 158, 191, 129, 50], [44, 325, 245, 110, 409, 388, 225, 86, 315, 352, 264, 372], [48, 85, 38, 194, 398, 317, 415, 427, 156], [53, 163, 151, 142, 232, 336, 322, 304, 419, 405, 369, 188], [58, 161, 361, 287, 395, 184, 390, 397, 387, 207], [68, 69, 277, 45, 49, 247, 46, 212, 94, 27, 54, 111], [77, 30, 213, 328, 214, 198, 168, 234, 320, 279, 114, 316], [79, 130, 80, 210, 88, 173, 118, 91, 215, 153, 15, 159], [81, 170, 183, 205, 219, 150, 284, 282, 224, 273, 120, 332], [99, 364, 259, 417, 368, 290, 356, 363, 357, 300, 424, 399], [115, 380, 227, 342, 242, 303, 241, 360, 221, 353, 422], [124, 265, 313, 190, 125, 222, 310, 178, 291, 160, 174, 382], [132, 4, 34, 230, 67, 16, 112, 378, 21, 181, 84, 165], [137, 98, 341, 350, 286, 47, 271, 289, 253, 257, 138, 246], [146, 334, 144, 431, 189, 61, 344, 197, 7, 154, 65, 251], [149, 202, 308, 121, 237, 393, 381, 404, 71, 41, 155, 172], [171, 394, 379, 301, 10, 37, 123, 64, 272, 52, 95, 269], [175, 73, 157, 135, 177, 152, 408, 302, 255, 327, 389, 343], [179, 96, 256, 78, 182, 216, 106, 306, 314, 148, 107, 180], [193, 285, 252, 101, 402, 428, 293, 339, 66, 126, 297, 432], [195, 312, 438, 385, 345, 166, 435, 162, 346, 228, 275, 326], [231, 295, 358, 238, 305, 82, 32, 362, 187, 136, 59, 236], [233, 324, 229, 268, 377, 433, 391, 423, 396, 420, 321, 243], [235, 192, 244, 11, 209, 354, 74, 63, 117, 103, 13, 292], [249, 280, 421, 416, 407, 384, 403, 17, 89, 412, 83, 337], [250, 418, 366, 122, 145, 200, 139, 392, 218, 239, 42, 406], [254, 9, 359, 365, 429, 55, 288, 298, 33, 278, 263, 355], [260, 348, 72, 411, 3, 169, 8, 311, 434, 105, 217, 414], [283, 376, 338, 309, 319, 329, 266, 351, 413, 383, 323, 437]]
3007.20s;2.91249%;37455;[[9, 238, 305, 32, 82, 147, 143, 60, 104, 185, 294, 318], [24, 157, 135, 177, 152, 408, 302, 255, 327, 389, 343, 28], [25, 334, 144, 431, 197, 7, 344, 80, 130, 61, 189, 79], [26, 3, 169, 370, 133, 425, 223, 349, 410, 411, 348, 260], [38, 194, 36, 398, 317, 276, 355, 429, 254, 415, 427, 156], [44, 249, 221, 342, 337, 433, 377, 227, 380, 268, 229, 324], [50, 373, 436, 18, 307, 14, 262, 261, 258, 93, 23, 226], [53, 39, 232, 35, 208, 374, 322, 304, 419, 405, 336, 142], [58, 161, 361, 331, 220, 240, 340, 108, 330, 19, 248, 430], [59, 136, 187, 362, 434, 311, 8, 2, 105, 236, 217, 414], [62, 371, 109, 90, 113, 116, 274, 196, 75, 140, 1, 367], [70, 129, 191, 158, 29, 87, 102, 127, 119, 76, 201, 203], [72, 97, 400, 267, 386, 299, 392, 43, 218, 239, 71, 172], [77, 364, 259, 30, 178, 310, 222, 356, 290, 368, 417, 99], [78, 182, 332, 269, 120, 114, 316, 399, 106, 216, 96, 179], [81, 284, 320, 273, 188, 369, 224, 282, 219, 205, 183, 170], [107, 314, 68, 69, 45, 49, 94, 212, 46, 40, 247, 167], [115, 303, 225, 388, 110, 409, 421, 245, 280, 393, 237, 121], [124, 265, 313, 174, 291, 160, 292, 181, 84, 192, 235, 165], [125, 171, 13, 103, 117, 63, 74, 354, 209, 11, 244, 382], [132, 4, 21, 378, 112, 16, 67, 230, 34, 73, 175, 401], [146, 65, 159, 15, 153, 215, 193, 285, 341, 98, 137, 251], [149, 202, 308, 406, 404, 381, 346, 228, 275, 41, 155], [150, 234, 168, 272, 64, 123, 37, 10, 301, 379, 394, 190], [154, 91, 118, 173, 88, 210, 22, 56, 6, 131, 176, 204], [162, 435, 211, 347, 206, 145, 200, 139, 57, 296, 375, 281], [163, 151, 199, 128, 186, 164, 51, 100, 141, 27, 54, 277], [180, 48, 12, 85, 148, 111, 20, 306], [195, 270, 312, 438, 385, 250, 345, 166, 42, 335, 92, 326], [207, 287, 395, 184, 390, 397, 387, 134, 426, 5, 31, 333], [231, 358, 295, 359, 365, 263, 55, 288, 298, 33, 278], [242, 83, 412, 89, 17, 403, 384, 366, 122, 407, 416, 418], [243, 432, 297, 126, 66, 339, 293, 428, 402, 101, 252, 289], [256, 279, 213, 328, 95, 52, 198, 214, 357, 363, 300, 424], [283, 350, 286, 47, 271, 338, 309, 319, 329, 266, 351, 321], [323, 246, 383, 138, 376, 257, 253, 396, 420, 413, 233, 437], [422, 353, 325, 360, 241, 352, 86, 315, 264, 372, 391, 423]]
1907.32s;3.04163%;37502;[[25, 334, 189, 130, 80, 344, 7, 197, 61, 431, 144, 146], [26, 260, 348, 72, 42, 239, 218, 281, 435, 346, 404, 202], [28, 430, 248, 19, 330, 108, 340, 240, 220, 331, 361, 161], [36, 261, 129, 191, 158, 29, 87, 102, 127, 119, 76, 201], [38, 194, 50, 18, 307, 262, 14, 436, 373, 398, 427, 156], [44, 324, 380, 227, 377, 433, 337, 242, 342, 221, 249, 115], [53, 128, 186, 54, 27, 100, 51, 164, 142, 151, 163], [58, 287, 395, 184, 390, 371, 109, 90, 62, 397, 387, 207], [65, 154, 91, 153, 215, 193, 285, 15, 159, 137, 251], [81, 78, 182, 282, 224, 273, 188, 369, 219, 205, 183], [85, 69, 277, 45, 49, 94, 212, 46, 40, 247, 203, 167], [98, 341, 286, 350, 376, 47, 289, 253, 383, 321, 243, 323], [99, 77, 364, 259, 30, 190, 356, 125, 222, 310, 178, 291], [118, 173, 88, 210, 22, 56, 75, 196, 116, 113, 274, 140], [121, 325, 237, 393, 360, 241, 264, 372, 391, 423, 233, 437], [124, 235, 192, 292, 160, 174, 313, 265, 106, 256, 96, 179], [132, 4, 181, 21, 378, 112, 16, 67, 230, 34, 73, 175], [136, 187, 362, 305, 238, 318, 294, 23, 93, 33, 278, 226], [149, 308, 228, 162, 166, 345, 250, 385, 438, 312, 381, 172], [150, 284, 320, 234, 405, 168, 272, 214, 198, 52, 95, 328], [165, 84, 244, 11, 209, 354, 74, 63, 117, 103, 13, 382], [170, 232, 336, 419, 304, 322, 374, 208, 141, 35, 39, 199], [171, 394, 379, 301, 37, 10, 64, 123, 357, 363, 290, 368], [180, 48, 12, 107, 314, 148, 68, 111, 20, 306], [204, 176, 79, 131, 6, 1, 367, 134, 426, 5, 31, 333], [211, 347, 206, 145, 200, 139, 392, 57, 296, 375, 43, 335], [216, 399, 417, 424, 300, 213, 279, 114, 316, 120, 269, 332], [229, 268, 303, 352, 315, 86, 225, 110, 409, 421, 245, 280], [231, 59, 105, 434, 311, 8, 2, 169, 3, 236, 217, 414], [246, 138, 257, 271, 338, 309, 319, 329, 266, 351, 432, 413], [254, 9, 355, 263, 298, 288, 55, 429, 365, 359, 295, 358], [276, 32, 82, 147, 143, 185, 60, 104, 70, 258, 317, 415], [283, 252, 101, 402, 428, 293, 339, 66, 126, 297, 396, 420], [326, 155, 41, 275, 92, 71, 406, 270, 195, 353, 422], [343, 389, 327, 255, 302, 408, 152, 177, 135, 157, 24, 401], [370, 133, 425, 223, 349, 410, 267, 386, 299, 400, 97, 411], [388, 83, 412, 89, 17, 403, 384, 366, 122, 407, 416, 418]]
3230.19s;3.26418%;37583;[[12, 167, 203, 247, 201, 40, 46, 212, 94, 49, 45, 277], [25, 79, 130, 80, 173, 118, 91, 153, 215, 193, 15, 159], [26, 3, 410, 267, 386, 299, 223, 349, 425, 133, 370, 169], [28, 430, 248, 19, 330, 108, 340, 240, 220, 331, 58, 207], [38, 194, 36, 50, 18, 307, 14, 436, 373, 317, 415, 156], [44, 115, 380, 227, 221, 342, 360, 241, 393, 237, 121, 422], [48, 85, 69, 68, 111, 148, 314, 107, 180], [53, 164, 51, 100, 141, 27, 54, 186, 128, 20, 306], [72, 97, 400, 392, 57, 139, 200, 145, 122, 418, 206, 421], [76, 119, 127, 102, 87, 29, 158, 191, 129, 261, 262], [81, 199, 39, 35, 208, 374, 322, 304, 419, 336, 232, 151], [84, 181, 21, 378, 112, 16, 67, 230, 34, 4, 132], [99, 417, 368, 290, 356, 190, 125, 222, 310, 178, 192, 165], [114, 213, 328, 52, 198, 214, 272, 95, 168, 405, 234, 284], [124, 265, 313, 174, 160, 291, 30, 259, 364, 77, 96, 179], [136, 187, 362, 32, 82, 147, 143, 305, 238, 358, 9, 254], [146, 334, 144, 189, 61, 344, 197, 7, 154, 65, 137, 251], [149, 202, 308, 270, 406, 381, 404, 71, 92, 275, 41, 155], [161, 361, 302, 408, 371, 109, 90, 62, 1, 6, 131, 176], [170, 163, 142, 219, 282, 224, 369, 188, 273, 320, 269, 332], [171, 394, 379, 301, 37, 10, 64, 123, 357, 363, 300, 424], [172, 42, 239, 281, 218, 375, 296, 43, 347, 211, 250, 195], [175, 73, 157, 135, 177, 152, 255, 327, 389, 343, 24, 401], [183, 205, 150, 120, 279, 316, 399, 106, 216, 182, 78, 256], [204, 5, 367, 397, 390, 184, 395, 287, 387, 134, 31, 333], [228, 346, 312, 438, 385, 345, 166, 435, 162, 335, 260, 326], [231, 59, 105, 434, 311, 8, 2, 411, 348, 236, 217, 414], [233, 420, 396, 391, 372, 242, 337, 433, 377, 268, 229, 324], [235, 244, 11, 209, 354, 74, 63, 117, 103, 13, 292, 382], [252, 402, 428, 89, 17, 403, 384, 366, 416, 407, 412, 303], [276, 226, 278, 33, 288, 55, 263, 355, 429, 365, 359, 295], [283, 98, 341, 350, 286, 271, 289, 253, 257, 138, 246, 437], [298, 23, 318, 294, 185, 60, 104, 70, 258, 93, 398, 427], [315, 86, 83, 293, 339, 66, 126, 297, 101, 285, 47, 376], [321, 243, 413, 432, 351, 266, 329, 319, 309, 338, 383, 323], [353, 249, 325, 280, 245, 110, 409, 388, 225, 352, 264, 423], [426, 140, 274, 113, 116, 196, 75, 56, 22, 210, 88, 431]]
4747.05s;3.06086%;37509;[[3, 370, 133, 425, 223, 349, 410, 267, 386, 299, 400, 97], [12, 38, 194, 50, 18, 307, 262, 261, 203, 167, 85, 48], [23, 294, 185, 60, 104, 70, 258, 93, 14, 436, 373, 36], [25, 189, 61, 344, 197, 7, 153, 215, 193, 15, 159, 65], [26, 260, 348, 411, 169, 8, 311, 434, 2, 105, 236, 217], [28, 24, 343, 389, 327, 255, 152, 177, 135, 157, 73, 175], [44, 324, 229, 268, 377, 433, 337, 242, 342, 227, 380, 115], [78, 182, 332, 284, 150, 205, 219, 142, 151, 163, 183, 170], [81, 179, 53, 20, 111, 68, 69, 148, 314, 306, 107, 180], [83, 416, 407, 366, 384, 403, 17, 428, 402, 101, 252, 285], [84, 181, 21, 378, 112, 16, 67, 230, 34, 4, 132, 401], [92, 72, 218, 375, 296, 43, 281, 239, 42, 335, 275, 326], [96, 106, 424, 300, 363, 357, 214, 198, 52, 95, 328, 213], [99, 77, 364, 259, 30, 190, 356, 290, 368, 417, 399, 216], [121, 325, 280, 438, 385, 345, 166, 162, 346, 41, 155, 172], [124, 265, 313, 125, 222, 310, 178, 291, 174, 382, 235, 165], [128, 186, 35, 208, 374, 322, 304, 419, 336, 232, 39, 199], [129, 191, 158, 29, 87, 102, 127, 119, 76, 201, 40, 247], [130, 80, 56, 22, 210, 88, 173, 118, 91, 154, 431, 334], [140, 75, 196, 274, 116, 113, 90, 109, 371, 62, 397, 161], [146, 144, 79, 131, 6, 1, 367, 176, 204], [149, 202, 308, 270, 71, 228, 404, 381, 393, 237, 353, 422], [156, 427, 415, 276, 355, 429, 365, 359, 295, 358, 414], [160, 13, 103, 117, 63, 74, 354, 209, 11, 244, 292, 192], [164, 51, 100, 141, 27, 54, 94, 212, 46, 49, 45, 277], [171, 394, 379, 301, 10, 37, 123, 64, 272, 168, 405, 234], [195, 312, 250, 421, 409, 110, 388, 225, 303, 245, 241, 249], [207, 58, 287, 395, 184, 390, 387, 134, 426, 5, 31, 333], [211, 347, 206, 418, 122, 145, 200, 139, 392, 57, 435, 406], [221, 360, 352, 264, 372, 391, 423, 396, 420, 413, 321, 243], [231, 59, 136, 187, 362, 238, 305, 32, 82, 147, 143, 318], [251, 137, 98, 341, 350, 286, 47, 376, 138, 246, 283], [253, 289, 309, 297, 126, 66, 339, 293, 89, 412, 86, 315], [254, 9, 263, 55, 288, 298, 33, 278, 226, 317, 398], [256, 269, 120, 316, 114, 279, 320, 273, 188, 369, 224, 282], [323, 383, 257, 271, 338, 319, 329, 266, 351, 432, 233, 437], [361, 331, 220, 240, 408, 302, 340, 108, 330, 19, 248, 430]]
3440.09s;3.72029%;37749;[[12, 38, 194, 50, 18, 307, 262, 261, 14, 436, 36], [20, 128, 186, 164, 54, 94, 212, 46, 49, 45, 277, 111], [25, 334, 144, 431, 189, 61, 130, 80, 6, 131, 79], [28, 430, 248, 19, 330, 108, 340, 327, 389, 343, 24, 401], [30, 171, 13, 103, 117, 63, 74, 354, 209, 11, 244, 292], [31, 5, 426, 367, 62, 371, 109, 90, 140, 1, 176, 204], [44, 324, 229, 268, 380, 249, 325, 393, 237, 121, 353, 422], [58, 331, 220, 240, 408, 302, 255, 152, 177, 135, 157, 73], [65, 159, 15, 285, 193, 215, 153, 154, 7, 197, 344, 146], [72, 97, 400, 392, 299, 386, 267, 223, 425, 349, 410, 411], [81, 170, 142, 232, 336, 304, 419, 405, 234, 279, 120, 332], [83, 412, 89, 17, 403, 384, 366, 122, 416, 407, 303, 360], [84, 181, 21, 378, 112, 16, 67, 230, 34, 4, 132, 175], [85, 68, 69, 167, 247, 40, 127, 102, 119, 76, 201, 203], [91, 118, 173, 88, 210, 22, 56, 75, 196, 274, 116, 113], [99, 77, 291, 178, 222, 310, 160, 174, 382, 192, 235, 165], [106, 424, 300, 363, 357, 214, 198, 168, 328, 213, 114, 316], [115, 227, 342, 242, 433, 337, 391, 423, 396, 420, 321, 243], [124, 265, 313, 125, 356, 290, 368, 417, 259, 364, 399, 216], [149, 202, 308, 270, 406, 228, 71, 92, 275, 41, 155, 172], [150, 269, 320, 273, 188, 369, 224, 282, 219, 205, 183], [156, 427, 398, 317, 93, 23, 294, 318, 33, 278, 226, 415], [163, 151, 39, 35, 322, 374, 208, 141, 27, 100, 51, 199], [179, 96, 256, 78, 182, 53, 306, 314, 148, 107, 48, 180], [185, 143, 60, 104, 191, 158, 87, 29, 129, 70, 258, 373], [190, 394, 379, 301, 10, 37, 123, 64, 272, 52, 95, 284], [195, 381, 312, 438, 345, 166, 435, 162, 346, 404], [207, 161, 361, 395, 184, 390, 397, 287, 387, 134, 333], [217, 236, 59, 136, 187, 362, 32, 82, 147, 305, 238, 358], [221, 241, 110, 409, 388, 225, 86, 315, 352, 264, 372, 377], [231, 105, 2, 434, 8, 311, 133, 370, 169, 3, 348, 326], [233, 413, 432, 351, 266, 329, 319, 309, 271, 289, 383, 323], [250, 211, 347, 206, 57, 139, 200, 145, 418, 421, 245, 280], [254, 9, 295, 359, 365, 429, 355, 263, 55, 288, 298, 276], [283, 251, 137, 98, 341, 350, 286, 47, 257, 138, 246, 437], [297, 126, 66, 339, 293, 428, 402, 101, 252, 338, 253, 376], [385, 43, 296, 375, 218, 281, 239, 42, 335, 260, 26, 414]]
3531.05s;3.1323%;37535;[[25, 334, 144, 431, 197, 7, 344, 80, 130, 61, 189, 79], [26, 260, 92, 335, 42, 239, 218, 281, 71, 41, 155, 172], [28, 430, 19, 330, 108, 340, 240, 220, 331, 361, 161, 58], [32, 82, 147, 143, 60, 104, 70, 185, 294, 318, 23, 317], [36, 398, 436, 373, 93, 258, 14, 307, 18, 50, 194, 38], [44, 324, 229, 268, 380, 227, 249, 270, 308, 195, 353, 422], [48, 12, 85, 148, 111, 20, 314, 107, 180], [53, 163, 151, 199, 164, 51, 100, 27, 54, 186, 128, 306], [68, 277, 45, 94, 212, 46, 49, 247, 40, 201, 203, 167], [69, 76, 119, 127, 102, 87, 29, 158, 191, 129, 261, 262], [72, 411, 410, 267, 386, 223, 349, 425, 133, 370, 3, 348], [78, 182, 332, 269, 120, 279, 114, 316, 106, 256, 96, 179], [81, 216, 399, 424, 300, 363, 357, 214, 198, 52, 328, 213], [83, 412, 17, 403, 384, 366, 122, 416, 407, 409, 110, 303], [84, 181, 11, 209, 354, 74, 63, 117, 103, 13, 292, 382], [97, 400, 299, 392, 139, 200, 145, 418, 421, 245, 241, 280], [99, 417, 368, 290, 356, 125, 190, 30, 259, 364, 77, 124], [115, 377, 433, 337, 242, 360, 342, 221, 393, 237, 325, 121], [132, 4, 21, 378, 112, 16, 67, 230, 34, 135, 73, 175], [134, 397, 62, 371, 109, 90, 113, 116, 274, 196, 75, 140], [142, 39, 232, 35, 141, 208, 374, 322, 304, 419, 219, 170], [146, 65, 159, 15, 153, 215, 193, 285, 338, 271, 257, 323], [149, 202, 406, 404, 381, 385, 345, 166, 346, 228, 275, 326], [150, 284, 320, 405, 336, 369, 188, 273, 224, 282, 205, 183], [154, 91, 118, 173, 88, 210, 22, 56, 6, 131, 176, 204], [156, 427, 415, 276, 226, 278, 33, 298, 288, 55, 263, 355], [162, 435, 375, 296, 57, 206, 43, 347, 211, 250, 438, 312], [165, 235, 192, 244, 310, 222, 178, 291, 160, 174, 313, 265], [171, 394, 379, 301, 10, 37, 123, 64, 272, 168, 95, 234], [207, 387, 287, 395, 184, 390, 1, 367, 426, 5, 31, 333], [231, 59, 434, 311, 8, 169, 2, 105, 236, 217, 414], [233, 420, 396, 423, 391, 315, 86, 388, 225, 352, 264, 372], [243, 321, 413, 432, 351, 266, 329, 319, 289, 383, 437], [248, 343, 389, 327, 255, 302, 408, 152, 177, 157, 24, 401], [251, 137, 98, 341, 350, 286, 47, 376, 138, 246, 283], [253, 309, 252, 101, 402, 428, 89, 293, 339, 66, 126, 297], [254, 9, 359, 429, 365, 238, 305, 362, 187, 136, 358, 295]]
